unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1.62026E+12,5/6/2021 0:00,BTC/USDT,57497.76,58450,55297.91,56435.35,275471.204,15686629190,2863753
1.62017E+12,5/5/2021 0:00,BTC/USDT,53263.32,57940,52880.38,57497.77,317811.705,17803582010,3168133
1.62009E+12,5/4/2021 0:00,BTC/USDT,57214.84,57253.76,53094.59,53263.32,388988.754,21460954657,4022066
1.62E+12,5/3/2021 0:00,BTC/USDT,56630.34,59056.59,56500.65,57214.83,271733.972,15734811253,2777144
1.61991E+12,5/2/2021 0:00,BTC/USDT,57836.35,57959.97,56100,56630.33,203712.515,11572672993,2158896
1.61983E+12,5/1/2021 0:00,BTC/USDT,57688.29,58488.17,57051.23,57836.34,207854.398,12008585818,2169172
1.61974E+12,4/30/2021 0:00,BTC/USDT,53558.57,57935,53043.62,57684.16,294683.751,16384605221,3019948
1.61965E+12,4/29/2021 0:00,BTC/USDT,54861.76,55222.02,52350,53558.8,257045.19,13822718179,2688481
1.61957E+12,4/28/2021 0:00,BTC/USDT,55006.25,56574.13,53852,54861.77,263170.559,14420430888,2888503
1.61948E+12,4/27/2021 0:00,BTC/USDT,53984.34,55500,53225.14,55006.25,225440.361,12306057432,2477387
1.6194E+12,4/26/2021 0:00,BTC/USDT,49063.94,54364.89,48763,53984.33,390494.148,20594394185,4041188
1.61931E+12,4/25/2021 0:00,BTC/USDT,50094.27,50577.9,46930.43,49063.94,310306.501,15286993330,3435937
1.61922E+12,4/24/2021 0:00,BTC/USDT,51122.63,51183.51,48690,50092.4,299663.131,14965045327,3282516
1.61914E+12,4/23/2021 0:00,BTC/USDT,51714.62,52152,47546.16,51122.62,554666.026,27531602634,6054609
1.61905E+12,4/22/2021 0:00,BTC/USDT,53794.72,55470.51,50534.34,51714.61,453489.185,24205456559,4873286
1.61896E+12,4/21/2021 0:00,BTC/USDT,56411.25,56756.78,53610,53800,252601.972,13965417340,2845696
1.61888E+12,4/20/2021 0:00,BTC/USDT,55634.38,57060,53330.82,56410.56,324494.085,17936263516,3582497
1.61879E+12,4/19/2021 0:00,BTC/USDT,56140.05,57532.7,54200,55634.39,285041.716,15980367368,3236025
1.6187E+12,4/18/2021 0:00,BTC/USDT,60090.14,60450,50050,56140.05,522006.276,29025717494,6123918
1.61862E+12,4/17/2021 0:00,BTC/USDT,61424.67,62610,59620,60090.14,194112.299,11862499746,2207548
1.61853E+12,4/16/2021 0:00,BTC/USDT,63232.56,63600,60100,61424.67,255765.893,15740427372,2804338
1.61844E+12,4/15/2021 0:00,BTC/USDT,63018.34,63905.83,62157.89,63232.55,178604.198,11249310340,2024715
1.61836E+12,4/14/2021 0:00,BTC/USDT,63645.05,64986.11,61404,63019.1,323454.88,20512671253,3346550
1.61827E+12,4/13/2021 0:00,BTC/USDT,59911.19,63850,59873.01,63649.71,279389.492,17408986053,2892252
1.61819E+12,4/12/2021 0:00,BTC/USDT,60093.26,61449.91,59500,59911.18,196147.561,11824507198,2141177
1.6181E+12,4/11/2021 0:00,BTC/USDT,59832.43,60816.88,59304.02,60090.2,148499.824,8896497492,1746745
1.61801E+12,4/10/2021 0:00,BTC/USDT,58176.04,61800,57943.95,59832.43,240907.592,14476191585,2568013
1.61793E+12,4/9/2021 0:00,BTC/USDT,58122.93,58950,57700,58176.03,141690.144,8260112161,1631493
1.61784E+12,4/8/2021 0:00,BTC/USDT,56018.17,58200,55759.13,58122.26,161389.858,9238696877,1886407
1.61775E+12,4/7/2021 0:00,BTC/USDT,58060,58720,55536.07,56018.18,265271.707,15106714001,2888669
1.61767E+12,4/6/2021 0:00,BTC/USDT,59243.4,59626.18,57500,58059.99,165562.029,9681501017,1949118
1.61758E+12,4/5/2021 0:00,BTC/USDT,58234.61,59385,56808.94,59243.39,174338.646,10144751892,2011408
1.61749E+12,4/4/2021 0:00,BTC/USDT,57134.65,58553,56517.23,58234.61,152454.122,8785593781,1778714
1.61741E+12,4/3/2021 0:00,BTC/USDT,59028.99,59925,56900,57134.65,198636.171,11672141258,2247303
1.61732E+12,4/2/2021 0:00,BTC/USDT,58797.56,60397.85,58490.03,59031.36,189391.958,11251166315,2130064
1.61724E+12,4/1/2021 0:00,BTC/USDT,58810.99,59592.22,58002,58794.01,196332.114,11561694923,2133428
1.61715E+12,3/31/2021 0:00,BTC/USDT,58794.17,59920,56812,58807.24,337038.349,19776038992,3429371
1.61706E+12,3/30/2021 0:00,BTC/USDT,57676.14,59560,57110,58794.16,232824.065,13629362092,2568718
1.61698E+12,3/29/2021 0:00,BTC/USDT,55804.16,58490.11,54931.15,57677.64,277215.268,15858571873,3043409
1.61689E+12,3/28/2021 0:00,BTC/USDT,55828,56588.31,54694.91,55805.08,200603.768,11188756873,2260517
1.6168E+12,3/27/2021 0:00,BTC/USDT,55030,56658.76,54001,55828,234435.346,12939134316,2589316
1.61672E+12,3/26/2021 0:00,BTC/USDT,51325.21,55123,51260,55030,271957.842,14483003308,2948225
1.61663E+12,3/25/2021 0:00,BTC/USDT,52307.89,53255.2,50452.08,51325.21,416848.091,21627711387,4302154
1.61654E+12,3/24/2021 0:00,BTC/USDT,54400,57234.79,51666,52311.54,394172.526,21637316949,4140709
1.61646E+12,3/23/2021 0:00,BTC/USDT,54129.56,55890.68,52981.4,54400,276199.041,15088688823,3202573
1.61637E+12,3/22/2021 0:00,BTC/USDT,57415.19,58500,53635.81,54129.56,293062.947,16556509290,3557593
1.61628E+12,3/21/2021 0:00,BTC/USDT,58144.44,58638.7,55403.55,57415.18,237518.696,13576194107,2940088
1.6162E+12,3/20/2021 0:00,BTC/USDT,58089.11,59948,57881,58145.61,203680.149,12000524069,2543381
1.61611E+12,3/19/2021 0:00,BTC/USDT,57700.01,59550,56301.27,58089.11,259039.479,15107378224,3136922
1.61603E+12,3/18/2021 0:00,BTC/USDT,58959.01,60510,57072,57700.01,305100.026,17876750421,3505186
1.61594E+12,3/17/2021 0:00,BTC/USDT,56953.23,59078.79,54154.93,58959,339397.712,19076274045,3916228
1.61585E+12,3/16/2021 0:00,BTC/USDT,55646.61,56988,53335,56954.19,339718.202,18756792660,4041818
1.61577E+12,3/15/2021 0:00,BTC/USDT,59037.11,60740,54517.28,55646.61,448820.83,25683051452,4839296
1.61568E+12,3/14/2021 0:00,BTC/USDT,61267.41,61798,59005,59037.12,231991.901,14012489135,2783273
1.61559E+12,3/13/2021 0:00,BTC/USDT,57291.04,61950,56136,61267.41,320322.173,18993462517,3901445
1.61551E+12,3/12/2021 0:00,BTC/USDT,57842.64,58186.33,55074.3,57291.03,335495.042,19043301949,4054963
1.61542E+12,3/11/2021 0:00,BTC/USDT,55949.3,58283,54356.44,57844.52,364681.318,20569039537,4355363
1.61533E+12,3/10/2021 0:00,BTC/USDT,54917.78,57500.92,53061,55947.98,401159.493,22279865577,4457083
1.61525E+12,3/9/2021 0:00,BTC/USDT,52429.43,54950,51880,54917.78,285604.798,15409273884,3312320
1.61516E+12,3/8/2021 0:00,BTC/USDT,50991.35,52450,49310,52429.43,308339.866,15655716339,3279581
1.61508E+12,3/7/2021 0:00,BTC/USDT,48908.21,51480,48908.21,50995.27,248398.116,12500440245,2883079
1.61499E+12,3/6/2021 0:00,BTC/USDT,48772.68,49253.63,47090,48908.21,215092.91,10381734354,2557063
1.6149E+12,3/5/2021 0:00,BTC/USDT,48385.77,49470,46320,48770.57,354602.756,16912469979,3864290
1.61482E+12,3/4/2021 0:00,BTC/USDT,50373.75,51800,47500,48385.77,387428.957,19138827121,4199301
1.61473E+12,3/3/2021 0:00,BTC/USDT,48454.21,52681.51,48110.66,50373.75,350311.234,17795826816,3781970
1.61464E+12,3/2/2021 0:00,BTC/USDT,49594.99,50221.77,47058.06,48450.57,273100.435,13251422043,2970983
1.61456E+12,3/1/2021 0:00,BTC/USDT,45162.64,49800,44972.49,49592.7,315659.931,15061638936,3611436
1.61447E+12,2/28/2021 0:00,BTC/USDT,46097.09,46678,43002.05,45163.36,370358.825,16549302263,4080209
1.61438E+12,2/27/2021 0:00,BTC/USDT,46313.12,48476.05,44926.77,46102.63,256027.074,12038528819,2956397
1.6143E+12,2/26/2021 0:00,BTC/USDT,47087.97,48438.01,44100,46313.13,440670.32,20499678357,4687978
1.61421E+12,2/25/2021 0:00,BTC/USDT,49702.05,52134.96,46685.43,47089.37,349943.016,17447887800,3922104
1.61412E+12,2/24/2021 0:00,BTC/USDT,48930.01,51435.58,47000,49702.03,333415.219,16590055729,3748411
1.61404E+12,2/23/2021 0:00,BTC/USDT,54125.55,54260.12,44893.82,48930,748737.462,36297078765,8009736
1.61395E+12,2/22/2021 0:00,BTC/USDT,57475.5,57591.87,47751.42,54121.1,480660.187,25951996710,4903878
1.61387E+12,2/21/2021 0:00,BTC/USDT,55908.45,58472.14,55564.5,57487.43,196820.573,11254047091,2277504
1.61378E+12,2/20/2021 0:00,BTC/USDT,56005.85,57699,53905,55917.41,240296.308,13529409885,2830372
1.61369E+12,2/19/2021 0:00,BTC/USDT,51612.46,56582,50800,56004.1,257911.872,13784775686,2913704
1.61361E+12,2/18/2021 0:00,BTC/USDT,52194.62,52640,50948,51619.7,185489.89,9627115934,2199927
1.61352E+12,2/17/2021 0:00,BTC/USDT,49197.93,52800,49029.62,52194.62,312007.458,15897490859,3332737
1.61343E+12,2/16/2021 0:00,BTC/USDT,47981.6,50953.44,47101.02,49197.94,343592.011,16865499630,3477742
1.61335E+12,2/15/2021 0:00,BTC/USDT,48655.21,49100,45349.21,47981.58,248960.404,11872149327,2721739
1.61326E+12,2/14/2021 0:00,BTC/USDT,47221.63,49875.16,47093.16,48655.21,241935.666,11797051403,2598883
1.61317E+12,2/13/2021 0:00,BTC/USDT,47364,48290,46252.1,47221.62,199965.397,9438075938,2253613
1.61309E+12,2/12/2021 0:00,BTC/USDT,48060.21,49278.98,46121,47361.03,259186.288,12341281000,2862051
1.613E+12,2/11/2021 0:00,BTC/USDT,44850,48810,44038.97,48060.21,330540.045,15468624716,3326357
1.61292E+12,2/10/2021 0:00,BTC/USDT,46492.53,47475,43770,44850,334979.017,15286260788,3259151
1.61283E+12,2/9/2021 0:00,BTC/USDT,46451.32,48266.36,45057.65,46492.54,381477.426,17820342807,3957333
1.61274E+12,2/8/2021 0:00,BTC/USDT,38849.24,47146,38037,46451.32,440167.093,18769855155,4374347
1.61266E+12,2/7/2021 0:00,BTC/USDT,39249.53,39757.87,37403.27,38849.25,296721.925,11466152233,2896234
1.61257E+12,2/6/2021 0:00,BTC/USDT,38357.17,40992.4,38269,39249.54,310826.315,12369698321,3050313
1.61248E+12,2/5/2021 0:00,BTC/USDT,36975.19,38411.82,36586.68,38362.65,196277.444,7395595525,2144343
1.6124E+12,2/4/2021 0:00,BTC/USDT,37651.92,38833,36233,36976.93,306715.022,11507154016,2825262
1.61231E+12,2/3/2021 0:00,BTC/USDT,35504.07,37700,35410,37652.51,240308.078,8788925455,2331826
1.61222E+12,2/2/2021 0:00,BTC/USDT,33546.08,36041,33450,35504.06,239856.23,8364687573,2345193
1.61214E+12,2/1/2021 0:00,BTC/USDT,33125.11,34720,32322.47,33546.09,240632.325,8121385637,2421173
1.61205E+12,1/31/2021 0:00,BTC/USDT,34284.76,34393.22,32193.04,33126.21,211293.891,7052326919,2233259
1.61196E+12,1/30/2021 0:00,BTC/USDT,34267.04,34988.88,32849.06,34289.85,267861.872,9109013883,2754794
1.61188E+12,1/29/2021 0:00,BTC/USDT,33399.99,38641.1,31960,34269.35,713579.785,25293550972,5920737
1.61179E+12,1/28/2021 0:00,BTC/USDT,30382.96,33778.95,29843.33,33399.75,311528.373,9909261735,2824829
1.61171E+12,1/27/2021 0:00,BTC/USDT,32474.81,32562.2,29240,30381.04,431022.839,13269633441,3665833
1.61162E+12,1/26/2021 0:00,BTC/USDT,32253.68,32950,30810,32474.14,346861.707,11060562208,3088089
1.61153E+12,1/25/2021 0:00,BTC/USDT,32274.88,34880,31921.47,32253.68,316687.524,10588161979,2871028
1.61145E+12,1/24/2021 0:00,BTC/USDT,32086.48,33125.75,30914.2,32275.63,212107.044,6824806447,2205550
1.61136E+12,1/23/2021 0:00,BTC/USDT,32990.08,33495,31405,32086.48,256776.411,8300485557,2533905
1.61127E+12,1/22/2021 0:00,BTC/USDT,30875.77,33831.52,28880,32986.34,453568.538,14265924157,4072699
1.61119E+12,1/21/2021 0:00,BTC/USDT,35499.23,35636.17,30069.9,30879.97,550562.277,17863845664,4767974
1.6111E+12,1/20/2021 0:00,BTC/USDT,35891.74,36461.44,33403,35500,329192.419,11521126166,3069181
1.61101E+12,1/19/2021 0:00,BTC/USDT,36690,37961,35850,35891.03,257889.419,9530202433,2463060
1.61093E+12,1/18/2021 0:00,BTC/USDT,35875.72,37547.94,34808.47,36686.86,253386.703,9167208120,2509593
1.61084E+12,1/17/2021 0:00,BTC/USDT,36025.65,36898,33863.5,35869.83,287686.129,10206002445,2832554
1.61076E+12,1/16/2021 0:00,BTC/USDT,36755.25,38000,35366,36025.66,301102.477,11103654690,3011057
1.61067E+12,1/15/2021 0:00,BTC/USDT,39163.31,39790,34478,36755.24,437610.113,16148530126,4212641
1.61058E+12,1/14/2021 0:00,BTC/USDT,37416.34,40189.39,36764.33,39163.31,353142.386,13663753723,3501513
1.6105E+12,1/13/2021 0:00,BTC/USDT,34065.53,37880,32420,37421.07,398188.088,13803091615,3801367
1.61041E+12,1/12/2021 0:00,BTC/USDT,35406.92,36693.44,32600,34056.9,449065.693,15590695939,4292644
1.61032E+12,1/11/2021 0:00,BTC/USDT,38200.01,38322.18,30448,35408.46,906275.651,30742156595,7483656
1.61024E+12,1/10/2021 0:00,BTC/USDT,40136.05,41412.12,35268,38221.67,436759.048,17027093435,3699058
1.61015E+12,1/9/2021 0:00,BTC/USDT,40638.91,41539.88,38733.28,40136.04,260882.805,10520523013,2489926
1.61006E+12,1/8/2021 0:00,BTC/USDT,39498.32,42125.51,36539.77,40637.23,518080.826,20667265854,4247011
1.60998E+12,1/7/2021 0:00,BTC/USDT,36825.77,40565.62,36337.36,39498.92,520147.908,19955559505,3936708
1.60989E+12,1/6/2021 0:00,BTC/USDT,33999.51,37037.51,33356.46,36823.68,444019.83,15515216052,3343780
1.6098E+12,1/5/2021 0:00,BTC/USDT,32029.55,34500,29900,33999.52,433720.833,13959353459,3077140
1.60972E+12,1/4/2021 0:00,BTC/USDT,33053.93,33653.56,27800,32031.07,506128.023,15879195836,3470951
1.60963E+12,1/3/2021 0:00,BTC/USDT,32198.41,34832.25,32000.02,33054.53,487486.989,16389111412,3325307
1.60955E+12,1/2/2021 0:00,BTC/USDT,29337.15,33480,28958.24,32199.91,545541.08,17122938615,3514545
1.60946E+12,1/1/2021 0:00,BTC/USDT,28948.19,29668.86,28627.12,29337.16,210716.398,6157505024,1511793
1.60937E+12,12/31/2020 0:00,BTC/USDT,28906.99,29376.7,27848,28951.68,313648.835,9030623930,2151517
1.60929E+12,12/30/2020 0:00,BTC/USDT,27402.83,29063.72,27401,28906.99,374737.655,10558400367,2363568
1.6092E+12,12/29/2020 0:00,BTC/USDT,27101.45,27441.73,25913.01,27402.83,260759.449,6956813210,1833178
1.60911E+12,12/28/2020 0:00,BTC/USDT,26301.76,27538.82,26117.1,27102.66,267563.468,7224208282,1946973
1.60903E+12,12/27/2020 0:00,BTC/USDT,26508.84,28459.84,25850,26305.64,540264.148,14678578952,3325654
1.60894E+12,12/26/2020 0:00,BTC/USDT,24729.99,26926,24507.24,26508.83,367265.555,9382122680,2300815
1.60885E+12,12/25/2020 0:00,BTC/USDT,23738.75,24827.64,23450,24730,284523.431,6874550223,1821407
1.60877E+12,12/24/2020 0:00,BTC/USDT,23237.73,23819.81,22700,23737.44,237754.257,5517917922,1532684
1.60868E+12,12/23/2020 0:00,BTC/USDT,23826.74,24235.42,22572.52,23238.27,394754.939,9276578417,2386530
1.6086E+12,12/22/2020 0:00,BTC/USDT,22736.05,23850,22387,23826.99,326124.313,7526843284,1923785
1.60851E+12,12/21/2020 0:00,BTC/USDT,23472.96,24145,21920,22730.1,476456.589,11000495257,2612726
1.60842E+12,12/20/2020 0:00,BTC/USDT,23847.28,24376,23076.25,23472.96,322289.774,7612660738,1951223
1.60834E+12,12/19/2020 0:00,BTC/USDT,23124.35,24281.61,22735.81,23847.28,337535.438,7938307874,1930474
1.60825E+12,12/18/2020 0:00,BTC/USDT,22816.99,23330,22363.94,23124.35,305997.222,7000308999,1812455
1.60816E+12,12/17/2020 0:00,BTC/USDT,21346.81,23888.04,21231.5,22816.99,823435.821,18707295908,4179029
1.60808E+12,12/16/2020 0:00,BTC/USDT,19424.9,21600,19274.55,21346.8,459302.012,9357131524,2298208
1.60799E+12,12/15/2020 0:00,BTC/USDT,19270.71,19598,19039.64,19424.91,248744.054,4809598930,1313847
1.6079E+12,12/14/2020 0:00,BTC/USDT,19175.06,19355.35,19004.72,19270.7,181555.823,3480597165,1063827
1.60782E+12,12/13/2020 0:00,BTC/USDT,18800,19432,18705.46,19175.07,239760.089,4594353525,1182585
1.60773E+12,12/12/2020 0:00,BTC/USDT,18031.71,18950,18012.21,18800,196962.282,3641762063,1080853
1.60764E+12,12/11/2020 0:00,BTC/USDT,18254,18290.44,17555,18031.47,317866.07,5689740184,1563578
1.60756E+12,12/10/2020 0:00,BTC/USDT,18537.97,18550,17916,18253.51,233960.241,4271592591,1241586
1.60747E+12,12/9/2020 0:00,BTC/USDT,18319.33,18639.7,17650,18537.98,353123.689,6424799134,1673883
1.60739E+12,12/8/2020 0:00,BTC/USDT,19172.87,19319.38,18133.33,18319.32,280714.132,5279747287,1351027
1.6073E+12,12/7/2020 0:00,BTC/USDT,19375,19446.36,18908.66,19172.88,169402.371,3249551714,926894
1.60721E+12,12/6/2020 0:00,BTC/USDT,19147.63,19449.1,18855.35,19375.02,176004.606,3370639869,943780
1.60713E+12,12/5/2020 0:00,BTC/USDT,18662.72,19203.46,18510,19147.62,165912.647,3145507861,946103
1.60704E+12,12/4/2020 0:00,BTC/USDT,19432.66,19537.16,18570,18664.2,276271.939,5260370304,1376095
1.60695E+12,12/3/2020 0:00,BTC/USDT,19207.01,19640,18865,19434.3,245020.576,4724323629,1272309
1.60687E+12,12/2/2020 0:00,BTC/USDT,18770.33,19365,18329.58,19207.01,335717.482,6352815849,1606530
1.60678E+12,12/1/2020 0:00,BTC/USDT,19722.09,19956,18050,18772.7,553885.333,10601482195,2558348
1.60669E+12,11/30/2020 0:00,BTC/USDT,18180.43,19944,18178.82,19720,500482.574,9568806967,2089768
1.60661E+12,11/29/2020 0:00,BTC/USDT,17717.74,18343,17523,18181.09,256024.006,4609730542,1125785
1.60652E+12,11/28/2020 0:00,BTC/USDT,17144.11,17880,16865.78,17717.74,268833.749,4666900540,1129925
1.60644E+12,11/27/2020 0:00,BTC/USDT,17155.37,17465,16444.83,17144.1,398072.933,6748491428,1639548
1.60635E+12,11/26/2020 0:00,BTC/USDT,18741.66,18940.69,16181,17155.34,850692.856,14698559977,3571835
1.60626E+12,11/25/2020 0:00,BTC/USDT,19178.53,19554.19,18509.12,18741.67,426276.99,8117262498,1821978
1.60618E+12,11/24/2020 0:00,BTC/USDT,18382.07,19440,18000,19179.64,477968.289,9042446486,2009567
1.60609E+12,11/23/2020 0:00,BTC/USDT,18434.17,18812.65,18013.97,18382.07,364221.378,6718716198,1558298
1.606E+12,11/22/2020 0:00,BTC/USDT,18721.99,18780,17645.98,18435.2,373779.417,6856294688,1611056
1.60592E+12,11/21/2020 0:00,BTC/USDT,18662.85,18986,18302.08,18721.99,342412.49,6408035133,1467289
1.60583E+12,11/20/2020 0:00,BTC/USDT,17811.68,18831.6,17748.92,18664.31,407926.802,7497709363,1699255
1.60574E+12,11/19/2020 0:00,BTC/USDT,17788.32,18200,17347.27,17811.68,406500.977,7243709977,1642647
1.60566E+12,11/18/2020 0:00,BTC/USDT,17670.01,18520,17215.03,17788.32,732937.097,13108477651,2750334
1.60557E+12,11/17/2020 0:00,BTC/USDT,16707,17890.1,16550,17670.01,524094.697,9050160241,2012288
1.60548E+12,11/16/2020 0:00,BTC/USDT,15951.93,16882,15862,16707.07,342459.329,5627638531,1452989
1.6054E+12,11/15/2020 0:00,BTC/USDT,16064.51,16161.23,15768,15952.27,210318.453,3359401680,1160914
1.60531E+12,11/14/2020 0:00,BTC/USDT,16320.54,16326.82,15700,16064.51,266206.937,4251500068,1235238
1.60523E+12,11/13/2020 0:00,BTC/USDT,16289.01,16479.99,15955.6,16320.54,306656.359,4984405299,1405591
1.60514E+12,11/12/2020 0:00,BTC/USDT,15690.24,16345,15437.7,16289.02,471759.126,7523910249,1927371
1.60505E+12,11/11/2020 0:00,BTC/USDT,15294.68,16000,15274.89,15690.24,330772.852,5177231131,1387218
1.60497E+12,11/10/2020 0:00,BTC/USDT,15328.72,15474.17,15071,15294.68,244073.495,3732294398,1109192
1.60488E+12,11/9/2020 0:00,BTC/USDT,15473.2,15869,14822,15328.72,474181.983,7271506166,1801578
1.60479E+12,11/8/2020 0:00,BTC/USDT,14824.33,15678,14710,15473.2,290616.393,4428801811,1188596
1.60471E+12,11/7/2020 0:00,BTC/USDT,15590.95,15774,14350,14824.34,457582.681,6921481478,1783469
1.60462E+12,11/6/2020 0:00,BTC/USDT,15598.74,15984.2,15177,15590.96,559380.06,8719764933,2067927
1.60453E+12,11/5/2020 0:00,BTC/USDT,14134.32,15777,14088.01,15598.75,717489.697,10661964053,2418730
